tconst,num_seasons,num_episodes,long
tt0096562,4,6,0
tt0096566,3,40,0
tt0096569,4,97,0
tt0096570,2,52,0
tt0096577,2,13,0
tt0096581,4,90,0
tt0096582,3,43,0
tt0096588,3,18,0
tt0096590,3,19,0
tt0096596,3,52,0
tt0096604,2,22,0
tt0096611,3,10,0
tt0096621,2,16,0
tt0096624,3,19,0
tt0096630,2,12,0
tt0096633,4,110,0
tt0096635,4,83,0
tt0096640,3,32,0
tt0096642,4,26,0
tt0096643,4,96,0
tt0096645,3,24,0
tt0096647,2,12,0
tt0096655,4,52,0
tt0096661,2,48,0
tt0096677,2,11,0
tt0096680,2,153,0
tt0096689,2,20,0
tt0096694,4,86,0
tt0096695,2,12,0
tt0096704,4,27,0
tt0096714,3,20,0
tt0096717,2,16,0
tt0096722,2,2,0
tt0096732,3,68,0
tt0096733,3,37,0
tt0098428,2,10,0
tt0098737,2,52,0
tt0098741,2,11,0
tt0098746,2,15,0
tt0098751,4,89,0
tt0098752,2,21,0
tt0098754,3,78,0
tt0098760,2,23,0
tt0098764,2,34,0
tt0098765,3,9,0
tt0098766,2,20,0
tt0098771,4,61,0
tt0098773,3,66,0
tt0098778,2,19,0
tt0098787,3,38,0
tt0098789,2,26,0
tt0098790,4,99,0
tt0098802,2,36,0
tt0098803,2,24,0
tt0098809,2,26,0
tt0098816,2,14,0
tt0098817,2,13,0
tt0098818,3,72,0
tt0098819,2,24,0
tt0098821,2,2,0
tt0098833,4,23,0
tt0098846,2,26,0
tt0098850,2,12,0
tt0098851,3,66,0
tt0098853,2,52,0
tt0098858,2,13,0
tt0098865,2,26,0
tt0098870,2,26,0
tt0098871,2,26,0
tt0098873,2,10,0
tt0098874,2,13,0
tt0098876,3,18,0
tt0098881,3,19,0
tt0098888,3,73,0
tt0098890,3,18,0
tt0098895,3,21,0
tt0098902,3,34,0
tt0098905,2,5,0
tt0098908,2,15,0
tt0098910,3,65,0
tt0098913,3,21,0
tt0098917,2,48,0
tt0098919,3,72,0
tt0098923,2,13,0
tt0098929,3,102,0
tt0098930,2,170,0
tt0098931,4,91,0
tt0098932,2,34,0
tt0098933,2,46,0
tt0098936,2,30,0
tt0098938,3,18,0
tt0098941,2,15,0
tt0098957,4,89,0
tt0099231,2,6,0
tt0099962,4,196,0
tt0100526,3,26,0
tt0101035,2,52,0
tt0101036,4,101,0
tt0101041,2,35,0
tt0101042,2,26,0
tt0101046,2,44,0
tt0101049,4,26,0
tt0101052,2,20,0
tt0101055,2,33,0
tt0101064,2,36,0
tt0101068,4,25,0
tt0101073,3,66,0
tt0101076,2,91,0
tt0101077,3,20,0
tt0101078,2,29,0
tt0101081,4,65,0
tt0101093,2,48,0
tt0101099,4,65,0
tt0101102,4,23,0
tt0101113,2,21,0
tt0101115,3,72,0
tt0101116,2,14,0
tt0101117,2,33,0
tt0101121,2,42,0
tt0101122,2,13,0
tt0101123,3,34,0
tt0101124,2,38,0
tt0101125,4,47,0
tt0101129,2,26,0
tt0101130,2,26,0
tt0101134,4,24,0
tt0101141,2,26,0
tt0101149,4,24,0
tt0101153,2,47,0
tt0101157,4,61,0
tt0101158,3,68,0
tt0101165,2,20,0
tt0101166,2,20,0
tt0101168,2,12,0
tt0101169,3,21,0
tt0101171,2,65,0
tt0101175,2,44,0
tt0101184,3,72,0
tt0101190,2,26,0
tt0101209,2,44,0
tt0101217,3,75,0
tt0101219,2,12,0
tt0101225,2,23,0
tt0101226,3,66,0
tt0101230,2,15,0
tt0101232,2,13,0
tt0101235,4,54,0
tt0101236,2,54,0
tt0102245,2,7,0
tt0103359,4,85,0
tt0103362,3,35,0
tt0103372,2,33,0
tt0103374,2,16,0
tt0103376,3,18,0
tt0103384,2,48,0
tt0103388,2,21,0
tt0103393,2,14,0
tt0103395,2,34,0
tt0103404,2,29,0
tt0103413,2,8,0
tt0103417,3,70,0
tt0103424,2,15,0
tt0103429,2,12,0
tt0103437,3,54,0
tt0103449,2,19,0
tt0103451,2,32,0
tt0103460,4,88,0
tt0103468,2,40,0
tt0103474,3,78,0
tt0103477,3,31,0
tt0103480,2,7,0
